text,true_label,predicted_label,prob_F,prob_PE,prob_LF,prob_US,prob_A,prob_SE,prob_FT,prob_SC,prob_PO,prob_O,prob_MN,prob_L
hit results sinking ship product shall mark ship sunk offensive grid offensive player,F,F,0.9772400259971619,0.0006157479365356266,0.004116937983781099,0.0017070076428353786,0.0008352576987817883,0.004169990308582783,0.0016667525051161647,0.001110489247366786,0.0009541329927742481,0.0036212941631674767,0.0016501662321388721,0.00231216405518353
product allow priviledged users view meeting schedules multiple reporting views,F,F,0.8223177194595337,0.004593705292791128,0.023982105776667595,0.041647862643003464,0.0032729210797697306,0.06996496021747589,0.008884076960384846,0.0028304802253842354,0.003972295206040144,0.007853403687477112,0.004880725406110287,0.005799731705337763
system shall professional appearance,LF,F,0.4158852994441986,0.00723906047642231,0.40066009759902954,0.044770944863557816,0.013396181166172028,0.017971428111195564,0.015200319699943066,0.009553482756018639,0.015099386684596539,0.021324533969163895,0.013733583502471447,0.025165632367134094
product shall allow user save property search results,F,F,0.44431307911872864,0.034110479056835175,0.0821802020072937,0.3456273674964905,0.006429538130760193,0.012299641035497189,0.03033420629799366,0.005949717480689287,0.006069541908800602,0.012919498607516289,0.011058606207370758,0.008708124980330467
product shall continue operate upgrade change new resource additionthe product shall able continue operate interruption service due new resource additions,MN,SC,0.00940710585564375,0.15566658973693848,0.029123514890670776,0.0301824901252985,0.15581803023815155,0.01624622941017151,0.11999795585870743,0.16099536418914795,0.04201176017522812,0.12904340028762817,0.12160294502973557,0.0299046840518713
purchase product valid credit card,F,F,0.5913752913475037,0.007460068911314011,0.009440340101718903,0.01466450747102499,0.004821911919862032,0.3106839060783386,0.009828681126236916,0.006067648530006409,0.005042098928242922,0.02287151850759983,0.005254215095192194,0.012489806860685349
system shall allow user addremove products shopping cart,F,F,0.9808329343795776,0.0006800548289902508,0.003191768191754818,0.0032048593275249004,0.0007495557074435055,0.0031444458290934563,0.0016039020847529173,0.0008523244759999216,0.0007596380892209709,0.001988507341593504,0.0012352117337286472,0.001756812329404056
product shall allow customization start page views preferences,US,F,0.8501511216163635,0.005031051579862833,0.036293771117925644,0.06967435032129288,0.0026034016627818346,0.006104621570557356,0.009107856079936028,0.002421641256660223,0.0026251820381730795,0.005525700747966766,0.005408787168562412,0.005052520427852869
system shall allow minimum 6 users work time,PE,SC,0.03573684021830559,0.10903716087341309,0.03367302939295769,0.12459815293550491,0.1329183131456375,0.015470961108803749,0.047381266951560974,0.3211924731731415,0.02487059496343136,0.061450861394405365,0.06829558312892914,0.025374792516231537
system use shall cause harm human users,SE,SE,0.04255731776356697,0.01983610913157463,0.04076856002211571,0.04292844235897064,0.014524802565574646,0.6825063228607178,0.03303760662674904,0.01038471981883049,0.018170293420553207,0.02009543590247631,0.014027079567313194,0.061163365840911865
users shall able reach 91add92 91drop92 91trade player92 pages one click team owner92s page,US,US,0.008617239072918892,0.03130358085036278,0.020977498963475227,0.8821823000907898,0.008570445701479912,0.006837824825197458,0.010408688336610794,0.005274245515465736,0.004563288297504187,0.0049020107835531235,0.012783622369170189,0.003579261712729931
system shall allow user define time segments,F,F,0.981635570526123,0.0007190025644376874,0.0027557548601180315,0.0026883285026997328,0.0007567474385723472,0.0034262249246239662,0.0015170128317549825,0.000869703246280551,0.0007522818632423878,0.0019714266527444124,0.0011689438251778483,0.0017389636486768723
system shall allow user select order order history,F,F,0.9811867475509644,0.0007140384986996651,0.0027987670619040728,0.0030075793620198965,0.0007054448360577226,0.003649949561804533,0.0016184401465579867,0.0008186569903045893,0.0007423381321132183,0.001900585019029677,0.0011531577911227942,0.0017042112303897738
ship sunk product shall simulate sound sinking ship,LF,LF,0.028660330921411514,0.024491600692272186,0.7019962072372437,0.06913726031780243,0.016856929287314415,0.010836038738489151,0.031242890283465385,0.017855487763881683,0.017270604148507118,0.04767454415559769,0.018726665526628494,0.01525143999606371
system shall notify use financing request,F,F,0.9783128499984741,0.0006875807303003967,0.0026047208812087774,0.001744024339132011,0.0008556488901376724,0.005771635565906763,0.0016878945752978325,0.0011382666416466236,0.0008953327196650207,0.002829733770340681,0.0013115188339725137,0.0021607892122119665
prepaid cards shall distributed via email via printed paper card,F,SE,0.15319055318832397,0.019061539322137833,0.04470242187380791,0.011395956389605999,0.018440095707774162,0.33455121517181396,0.024822814390063286,0.025200562551617622,0.021402843296527863,0.29631099104881287,0.02463018335402012,0.02629081718623638
reports must easy generate reports must generated within one button click exported within one button click selecting report,US,US,0.0166183914989233,0.05224204808473587,0.035327792167663574,0.8280022740364075,0.00797177478671074,0.006354919169098139,0.017666170373558998,0.005783055443316698,0.004121411591768265,0.006720875855535269,0.014783761464059353,0.004407474771142006
enable admin generate reports contains posts corresponding replies,F,F,0.979820191860199,0.0007674946682527661,0.0031578904017806053,0.001877248054370284,0.000876191770657897,0.003964302130043507,0.0016361146699637175,0.00105499685741961,0.0007718609995208681,0.0026290768291801214,0.0014122218126431108,0.0020324476063251495
system notify affected parties changes occur affecting classes including limited class cancellations class section detail changes changes class offerings given quarter,F,F,0.9746859073638916,0.0006883072201162577,0.0028979508206248283,0.0017507949378341436,0.000998601783066988,0.006687326356768608,0.0020299663301557302,0.0012040900764986873,0.0009897913550958037,0.0032892480958253145,0.0023794998414814472,0.0023985044099390507
program administrators nursing staff members shall able add new classes sequence classes,F,F,0.9796472787857056,0.0006516043795272708,0.002369427355006337,0.0019927886314690113,0.0007737908163107932,0.005440264008939266,0.0016552102752029896,0.0010146962013095617,0.000860794389154762,0.0022987970151007175,0.0014412596356123686,0.0018540224991738796
system shall locate preferred repair facility highest ratings input criteria,F,F,0.9807491302490234,0.0007135107880458236,0.0030336296185851097,0.0024575472343713045,0.000879497907590121,0.003033856861293316,0.0015634519513696432,0.0010249975603073835,0.0008671492687426507,0.0023521315306425095,0.0013052059803158045,0.00201985239982605
velkat staff available phone support 7am7pm mf provide technical support izogn administrators,A,O,0.13583208620548248,0.04540031775832176,0.07201378792524338,0.08663159608840942,0.08172835409641266,0.018949756398797035,0.05098218470811844,0.08794008195400238,0.035322725772857666,0.24505050480365753,0.11825776845216751,0.021890832111239433
waiter attempts log second tablet already logged another tablet shall rejected notified tablets,SE,SE,0.043257374316453934,0.005163406487554312,0.0030967395287007093,0.0033419281244277954,0.0024440381675958633,0.9165611863136292,0.006418230477720499,0.0021302627865225077,0.003026836086064577,0.006722983904182911,0.00291230995208025,0.004924850072711706
hit results sinking ship product shall indicate type ship sunk defensive grid defensive player,F,F,0.9806613922119141,0.0006317453808151186,0.0036605342756956816,0.0021813171915709972,0.0007489909185096622,0.003139594802632928,0.0014196619158610702,0.0009526807116344571,0.0008386248955503106,0.0025367389898747206,0.001261809142306447,0.001966861542314291
product shall allow user remove list players time,F,F,0.9692567586898804,0.0020234950352460146,0.004273091908544302,0.008209309540688992,0.0011255503632128239,0.004003670532256365,0.002986837876960635,0.0011901987018063664,0.0008607828640379012,0.0023413102608174086,0.0018840929260477424,0.001844845712184906
website shall continue operate payment gateway goes,FT,O,0.05885585770010948,0.02979574352502823,0.034753166139125824,0.016161596402525902,0.032148223370313644,0.10703101009130478,0.05831827595829964,0.06638996303081512,0.03028404898941517,0.4927995800971985,0.04454364255070686,0.02891882136464119
system shall operate within windows xp professional operating system,O,O,0.012212386354804039,0.00945002306252718,0.04226686805486679,0.010282737202942371,0.031158747151494026,0.017515650019049644,0.018050793558359146,0.0323411300778389,0.2364453673362732,0.5185717344284058,0.04408538341522217,0.02761922776699066
system shall enable user add one component configuration,F,F,0.9797195792198181,0.0006792013300582767,0.00256826588883996,0.0027397433295845985,0.0008106864406727254,0.004757560323923826,0.0017206767806783319,0.0008802402880974114,0.000809565419331193,0.002320543397217989,0.0013988695573061705,0.001595121924765408
cma report shall returned later 60 seconds user entered cma report criteria,PE,PE,0.004436924122273922,0.8569422960281372,0.0072617302648723125,0.057681430131196976,0.02254747413098812,0.005629418883472681,0.014024442061781883,0.006549883633852005,0.0033674328587949276,0.006299192551523447,0.009566192515194416,0.005693653132766485
page application take 6 seconds load dsl broadband connection,PE,PE,0.0027736511547118425,0.8085896372795105,0.0069127813912928104,0.020979948341846466,0.08285020291805267,0.005525406450033188,0.01456631813198328,0.01554168201982975,0.007310120388865471,0.011173704639077187,0.012949339114129543,0.010827138088643551
system portable various operating environments,PO,O,0.016148634254932404,0.01328116375952959,0.03283701464533806,0.012105699628591537,0.03321851044893265,0.015829531475901604,0.02410157397389412,0.06005717068910599,0.18230488896369934,0.5365489721298218,0.049577467143535614,0.023989329114556313
system use stored email addresses primary means communicating information affected parties,F,SE,0.02603713423013687,0.004197804257273674,0.003764673136174679,0.0020466826390475035,0.0028406784404069185,0.925983726978302,0.005656541790813208,0.0023759689647704363,0.003973224200308323,0.014567239210009575,0.003035355592146516,0.005520899314433336
system shall notify user schedule changes,F,F,0.9775521755218506,0.0007017503376118839,0.002331421012058854,0.0017368141561746597,0.0009204483358189464,0.006387429777532816,0.001970413839444518,0.0011118515394628048,0.0008601625449955463,0.0028925638180226088,0.001524631050415337,0.00201029353775084
system shall allow user modify location preference set already submitted meeting response,F,F,0.9818325042724609,0.0007087868289090693,0.0025795733090490103,0.0023988918401300907,0.000759833783376962,0.0032505453564226627,0.0016448457026854157,0.0009301566751673818,0.0007617633673362434,0.0020105098374187946,0.0012459614081308246,0.0018767009023576975
disputes system shall record name user date activity creates modifies disputes case system detailed history actions taken case including date user performed action must maintained auditing purposes,F,F,0.8313024044036865,0.001994358142837882,0.0076867323368787766,0.002903715707361698,0.0029042114038020372,0.11365493386983871,0.0057194046676158905,0.0024101706221699715,0.0029593645595014095,0.011309625580906868,0.00521107017993927,0.01194394938647747
system shall use secure sockets transactions include confidential customer information,SE,SE,0.008941512554883957,0.006716967094689608,0.0031018934678286314,0.0027812235057353973,0.0030514232348650694,0.9403604865074158,0.007042829412966967,0.0033193195704370737,0.004862676840275526,0.007633870933204889,0.002694618422538042,0.00949313398450613
system administrator shall able reset revoked user logon account,SE,SE,0.024256447330117226,0.004129285924136639,0.0023956401273608208,0.002584752393886447,0.0023018198553472757,0.9398467540740967,0.005883357021957636,0.0017892542527988553,0.003188750706613064,0.006616176571696997,0.002622133120894432,0.004385586362332106
notification game ending include reason game ended ie player game player ended game,F,F,0.9795171022415161,0.0006630360730923712,0.0026340624317526817,0.0019112983718514442,0.0007672623614780605,0.005718348082154989,0.0015016968827694654,0.0009400435374118388,0.0007491658325307071,0.002532484009861946,0.0012725315755233169,0.0017928679008036852
website shall request authorize credit card payment allowing user stream movie,F,F,0.9693627953529358,0.001141581335105002,0.0029630872886627913,0.002845346461981535,0.0007957989000715315,0.01272380631417036,0.002102626021951437,0.0010457707103341818,0.0008059912361204624,0.0028904546052217484,0.0012589037651196122,0.0020637032575905323
system shall allow user specify custom meeting locations,F,F,0.9817505478858948,0.000657305761706084,0.0027958215214312077,0.0027923958841711283,0.0007123261457309127,0.0036074344534426928,0.0014721910702064633,0.0008243726333603263,0.0007732876692898571,0.0017917640507221222,0.0011170743964612484,0.001705424627289176
information recorded must include optional field context,F,F,0.9770333170890808,0.0007685536984354258,0.00401153601706028,0.002862243913114071,0.0007835308206267655,0.0056759812869131565,0.0015551653923466802,0.0008661517640575767,0.0008924982976168394,0.0021636136807501316,0.001287343562580645,0.0021001354325562716
user shall able download appointments contact information clients,F,F,0.9531718492507935,0.0015376965748146176,0.005689307115972042,0.01372788567095995,0.0010637243976816535,0.012826371006667614,0.0030952750239521265,0.0010816194117069244,0.001254360657185316,0.0023840933572500944,0.0018747785361483693,0.0022930356208235025
product shall conform americans disabilities act,US,LF,0.025267712771892548,0.02032080851495266,0.6011569499969482,0.04212547466158867,0.031108247116208076,0.012589991092681885,0.025486016646027565,0.017812607809901237,0.02558247372508049,0.052875153720378876,0.04402315616607666,0.10165134817361832
system shall support ability perform receive operation,F,F,0.9752525091171265,0.0007276621181517839,0.0037757130339741707,0.001888267113827169,0.0011138885747641325,0.0036329173017293215,0.002229670761153102,0.0014048450393602252,0.000972383189946413,0.004746111109852791,0.002035506535321474,0.0022205461282283068
high level performance requires high speed network high level connectivity,PE,A,0.0050271437503397465,0.15058067440986633,0.018770083785057068,0.013673633337020874,0.2977248728275299,0.018559766933321953,0.04700256511569023,0.09935487061738968,0.05673276260495186,0.2147912085056305,0.05211717262864113,0.025665223598480225
functions system must available user every time system turned,A,F,0.7927277088165283,0.007376786321401596,0.006815788336098194,0.01826184056699276,0.0030125242192298174,0.12586332857608795,0.012978162616491318,0.0026019508950412273,0.0025070644915103912,0.012876826338469982,0.010063553228974342,0.004914442077279091
users authorized home access corporate intranet may use cos noncompany locations,SE,SE,0.018263110890984535,0.0036329911090433598,0.0036971524823457003,0.0026174040976911783,0.0028972660657018423,0.9420027732849121,0.004943358711898327,0.002045086119323969,0.004003343638032675,0.008663945831358433,0.0025002388283610344,0.004733413457870483
appearance product shall appear professional,LF,LF,0.08097723126411438,0.014695518650114536,0.6115963459014893,0.16729216277599335,0.013091604225337505,0.009085692465305328,0.023650450631976128,0.010681213811039925,0.015760445967316628,0.01596495695412159,0.017205065116286278,0.01999933086335659
wcs system shall ability include data regions outside united states accessed users outside united states approved ccr management,SC,SE,0.016799433156847954,0.004188116639852524,0.0052622235380113125,0.002227165037766099,0.005247199907898903,0.8999320864677429,0.007315760478377342,0.004100210033357143,0.006149851717054844,0.03228456899523735,0.005611719097942114,0.010881698690354824
system shall notify realtor seller buyer responds appointment request,F,F,0.980542778968811,0.0006800605915486813,0.0027457058895379305,0.0018049160717055202,0.0008527747122570872,0.004137455951422453,0.0015348875895142555,0.001010536914691329,0.0008227383368648589,0.0025594858452677727,0.001280168304219842,0.0020283928606659174
product shall translated foreign languages target market countries92 languages future releases emerging target market shall take 5 days configure product market92s language,US,US,0.005906146485358477,0.176029235124588,0.03171822056174278,0.6115768551826477,0.04377168044447899,0.005611737724393606,0.01958405412733555,0.024196280166506767,0.013203089125454426,0.017326518893241882,0.04161590710282326,0.009460325352847576
system shall allow user confirm purchase,F,F,0.9803604483604431,0.0007457580068148673,0.0026929371524602175,0.002879189793020487,0.0007452667341567576,0.004187803715467453,0.0017343279905617237,0.0008876913343556225,0.0008210637024603784,0.0018925083568319678,0.001180102932266891,0.0018728455761447549
start turn product shall notify player status,F,F,0.9800469279289246,0.000714304274879396,0.002616092562675476,0.001905078417621553,0.0008028745651245117,0.004533486440777779,0.0016984855756163597,0.0010253137443214655,0.0007835743599571288,0.002667894121259451,0.0012845495948567986,0.0019214717904105783
product shall end game hit offensive player results sinking last defensive player92s ships previously marked sunk,F,F,0.9724207520484924,0.0012321509420871735,0.00398560706526041,0.0037724445573985577,0.0008417923236265779,0.006910363212227821,0.0023512637708336115,0.001036185771226883,0.0007515843608416617,0.002938257297500968,0.001825904124416411,0.0019336182158440351
system shall able call seller buyer schedule appointment,F,F,0.9805613160133362,0.0007996904896572232,0.0027524344623088837,0.0030505629256367683,0.0008003122638911009,0.003550328081473708,0.0017355388263240457,0.0009141025366261601,0.0007835913565941155,0.002139475429430604,0.001278022420592606,0.0016344207106158137
view personal details customer,F,F,0.9754973649978638,0.000743724696803838,0.0029376221355050802,0.002038140082731843,0.0008499188697896898,0.008354085497558117,0.0017085050931200385,0.00093876599567011,0.000876554986461997,0.002797848079353571,0.001274612732231617,0.0019828504882752895
system keep customer email,F,F,0.9547162652015686,0.0009102349285967648,0.0030734131578356028,0.0017737788148224354,0.0011692112311720848,0.021796561777591705,0.002428235486149788,0.0013352754758670926,0.001379489665850997,0.006808910984545946,0.0019368426874279976,0.002671814290806651
interface shall easy use 90 users able successfully use system generate report first use interface adhere ibm usability standards,US,US,0.026641739532351494,0.009830018505454063,0.11668316274881363,0.7824280858039856,0.006075066048651934,0.005664760712534189,0.013659887947142124,0.00520546268671751,0.00757538853213191,0.006389076821506023,0.012142457999289036,0.007704915478825569
credit card information encrypted database,SE,SE,0.010579106397926807,0.004817209672182798,0.0026131300255656242,0.002032171469181776,0.002832607366144657,0.9475116729736328,0.005692314822226763,0.0025746861938387156,0.004101718310266733,0.008739810436964035,0.0025413590483367443,0.005964226089417934
authenticate login user web app,F,SE,0.07912690937519073,0.005013839807361364,0.006898070685565472,0.010313477367162704,0.002904945518821478,0.8565096855163574,0.007482160348445177,0.002476342022418976,0.004497169982641935,0.014994535595178604,0.004410720895975828,0.005372161976993084
shot marked miss product shall change status defensive player offensive,F,F,0.9777665138244629,0.0006174451555125415,0.004171469248831272,0.0017286721849814057,0.0008517805836163461,0.003938231151551008,0.0015603079227730632,0.0010921278735622764,0.0009977720910683274,0.003420561784878373,0.0015232058940455317,0.002331910887733102
product shall store new conference rooms,F,F,0.8800964951515198,0.003349136095494032,0.02793864905834198,0.01941961981356144,0.004581598099321127,0.0052659218199551105,0.008376514539122581,0.008331202901899815,0.0050896815955638885,0.01974674127995968,0.011238578706979752,0.006565875373780727
collision estimators shall search recycled parts users without collision estimator role shall access search recycled parts,SE,SE,0.12285444140434265,0.011611547321081161,0.011300500482320786,0.009939751587808132,0.004947432782500982,0.7650609016418457,0.01663832925260067,0.0036464878357946873,0.00397346680983901,0.030354151502251625,0.009170002304017544,0.010503056459128857
responsible properly allocating selected product according customer ’ choice delivering product customer,F,F,0.8049138784408569,0.010591407306492329,0.03151606395840645,0.05973827466368675,0.007001407444477081,0.01416234951466322,0.016549013555049896,0.007301643490791321,0.004293704405426979,0.01488770917057991,0.015360340476036072,0.013684134930372238
menus system must easily navigable users buttons easy understand,US,US,0.01650760881602764,0.012518244795501232,0.03712494298815727,0.8852363228797913,0.004638854414224625,0.005891340784728527,0.010042526759207249,0.004707068670541048,0.005950119346380234,0.0036772345192730427,0.008902792818844318,0.0048030647449195385
programmers application developers access source code address bugs system enhancements deemed necessary network administrator dba support also required maintain 24x7 system uptime,A,O,0.0045408327132463455,0.050138093531131744,0.011261709034442902,0.004179803654551506,0.08273014426231384,0.019567890092730522,0.038817163556814194,0.09604869782924652,0.047078315168619156,0.52491295337677,0.09473878145217896,0.02598564513027668
system shall give mediator privileges schedule location equipment resources,F,F,0.9805948138237,0.000693446840159595,0.0029927792493253946,0.0020066217985004187,0.0008175414986908436,0.0036972227972000837,0.0014449737500399351,0.0010276304092258215,0.0007831142283976078,0.0026609431952238083,0.0012481798185035586,0.0020327502861618996
user authentication privileges defined outside scope sytem microsoft active directroy server,SE,SE,0.010509581305086613,0.0036259836051613092,0.0031223746482282877,0.0017820936627686024,0.0025390726514160633,0.9499647617340088,0.0048150476068258286,0.002374722622334957,0.004249315243214369,0.009039108641445637,0.002216391498222947,0.005761590786278248
system shall display faq ’ upon request,F,F,0.9790880680084229,0.0008256916189566255,0.0028761245775967836,0.0025299869012087584,0.000676172727253288,0.005531182512640953,0.0018167408416047692,0.000783763185609132,0.0007594291237182915,0.002108105458319187,0.0013046367093920708,0.0017001298256218433
fit criterion dr susan poslusny karen sysol people shall access final class section scheduling system interfaces campusconnect,SE,US,0.03341308981180191,0.03057611733675003,0.07087518274784088,0.49094802141189575,0.017388632521033287,0.1050630509853363,0.041351985186338425,0.013920948840677738,0.018428554758429527,0.12266449630260468,0.043411046266555786,0.011958873830735683
transactions flea market require valid user id password,SE,SE,0.014170490205287933,0.0049547916278243065,0.0028072933200746775,0.0024094104301184416,0.002362735103815794,0.9471160769462585,0.004862596280872822,0.0022574474569410086,0.0038628310430794954,0.006143041420727968,0.0021791416220366955,0.006874040234833956
disputes applications shall interface merchant information database merchant information database provides detailed information regard merchant merchant detail information shall obtained merchant information database,O,O,0.012832434847950935,0.012867710553109646,0.019044358283281326,0.004611792508512735,0.014751608483493328,0.019421115517616272,0.020400704815983772,0.02818158082664013,0.015581524930894375,0.8162687420845032,0.025867056101560593,0.010171419009566307
vendors must take permission administrator selling products site administrator test product ’ quality according market price permit vendor selling purpose,F,F,0.9052252173423767,0.0016681194538250566,0.010200535878539085,0.007401307579129934,0.0018066135235130787,0.05099925026297569,0.0042038909159600735,0.001595257897861302,0.0018058090936392546,0.006427574437111616,0.003065596567466855,0.005600856617093086
system shall help system offers tips explanation screen item screens upon demand,US,F,0.6365684270858765,0.010445989668369293,0.04845106974244118,0.2502155303955078,0.005059211049228907,0.006472669541835785,0.012616453692317009,0.00416343379765749,0.004439941141754389,0.006892482750117779,0.00807063840329647,0.006604128051549196
system shall use textbased interface display listing available mail,LF,LF,0.24031026661396027,0.007379618473351002,0.48608365654945374,0.15025721490383148,0.007893573492765427,0.007520121522247791,0.016402151435613632,0.00882912240922451,0.012093071825802326,0.03827942907810211,0.013217426836490631,0.011734378524124622
system keep customer contact number,F,F,0.9736420512199402,0.0006832403014414012,0.0026473249308764935,0.002247480908408761,0.0008608559146523476,0.009106439538300037,0.0016002400079742074,0.0010927055263891816,0.0010761001612991095,0.003633376443758607,0.0013462173519656062,0.0020640334114432335
flea market system interface web server rdbms software using apis provided implementation language,O,O,0.010748900473117828,0.007525280583649874,0.024246813729405403,0.004858412779867649,0.01640525832772255,0.013150720857083797,0.012976027093827724,0.02913166955113411,0.07572533935308456,0.7554802298545837,0.03445052728056908,0.01530091930180788
system shall use ibm ccr branding standards interface must one ibm logo one ccr logo,LF,LF,0.02599012292921543,0.010187452659010887,0.7489593029022217,0.024534381926059723,0.016665196046233177,0.011754820123314857,0.01723496802151203,0.013220754452049732,0.021676231175661087,0.06296084076166153,0.022486232221126556,0.02432967908680439
product must highly configurable use various database management systems end users 80 end users able integrate new database management systems product without changing product92s software code,MN,O,0.014712635427713394,0.040647175163030624,0.028516793623566628,0.054573722183704376,0.023436369374394417,0.035596590489149094,0.04701883718371391,0.03658733516931534,0.044841218739748,0.5029768347740173,0.15399125218391418,0.017101364210247993
return list available patient loaded correct,F,F,0.9804750084877014,0.0007856844458729029,0.002910085255280137,0.0024718758650124073,0.0008111305069178343,0.003348036203533411,0.0016449824906885624,0.0009132518316619098,0.0008156105177477002,0.0025664616841822863,0.0014527977909892797,0.0018050220096483827
system shall provide option withdraw money,F,F,0.9805361032485962,0.0007166003924794495,0.0027164891362190247,0.0024828710593283176,0.0007582640391774476,0.003961495123803616,0.0016030787955969572,0.0009754059137776494,0.0007815632270649076,0.0025482613127678633,0.0012046763440594077,0.0017152178334072232
system require user state time doughnut delivered,F,F,0.9802426695823669,0.0007562482496723533,0.002728142775595188,0.002870656084269285,0.0008129228372126818,0.003987976815551519,0.0015741257229819894,0.0010021571069955826,0.0007711300277151167,0.0023985125590115786,0.0012778465170413256,0.0015775958308950067
estimator shall search available recycled parts using list preferred parts suppliers,F,F,0.9787823557853699,0.000848250521812588,0.003749838098883629,0.004302227403968573,0.000809927936643362,0.0026629148051142693,0.0017843216191977262,0.000923137238714844,0.0008088769973255694,0.0021330853924155235,0.0014363313093781471,0.001758839120157063
system use company colors logos,LF,LF,0.18713510036468506,0.008948438800871372,0.6158697605133057,0.03844577074050903,0.014263682998716831,0.015400690026581287,0.016882777214050293,0.011731796897947788,0.018564995378255844,0.03000815398991108,0.017137398943305016,0.02561141364276409
business rules specified disputes system shall compliance guidelines regulation e regulation z,L,L,0.02443856932222843,0.029391296207904816,0.05287575721740723,0.01275557465851307,0.03653646633028984,0.06208855286240578,0.03056342341005802,0.025305626913905144,0.04129495844244957,0.036894433200359344,0.035675857216119766,0.6121794581413269
system shall prevent malicious attacks including denial service,SE,SE,0.012399094179272652,0.009914064779877663,0.006973133888095617,0.004048063885420561,0.007078238297253847,0.8878371715545654,0.015753889456391335,0.004799665883183479,0.009198381565511227,0.021668272092938423,0.0058600883930921555,0.014469918794929981
system shall intuitive program administratorsnursing staff members,US,US,0.01904042437672615,0.014208037406206131,0.042814940214157104,0.8721533417701721,0.005124096293002367,0.005409562028944492,0.011842695996165276,0.004704304039478302,0.0059789321385324,0.004227724391967058,0.009929669089615345,0.004566262476146221
