text,true_label,predicted_label,prob_F,prob_PE,prob_LF,prob_US,prob_A,prob_SE,prob_FT,prob_SC,prob_PO,prob_O,prob_MN,prob_L
system shall professional appearance,LF,F,0.9472591876983643,0.004616094753146172,0.0071435426361858845,0.012765785679221153,0.0031225436832755804,0.006184706464409828,0.002833554521203041,0.004603881388902664,0.002452692948281765,0.003244967432692647,0.0025568692944943905,0.0032161534763872623
product shall allow user save property search results,F,F,0.943537175655365,0.004066389054059982,0.006227570585906506,0.022557299584150314,0.0018342107068747282,0.006735799368470907,0.0037747423630207777,0.0027123871259391308,0.0017653879476711154,0.001970164244994521,0.0018566178623586893,0.002962279599159956
product shall continue operate upgrade change new resource additionthe product shall able continue operate interruption service due new resource additions,MN,PE,0.01304961834102869,0.3284657597541809,0.06353621184825897,0.1238926574587822,0.08682087808847427,0.03574775904417038,0.045722562819719315,0.07022135704755783,0.029734399169683456,0.09238526970148087,0.09144813567399979,0.018975447863340378
purchase product valid credit card,F,F,0.947860062122345,0.0038075605407357216,0.005305853672325611,0.009199182502925396,0.0021863854490220547,0.016162214800715446,0.002611912786960602,0.0031707047019153833,0.0018562577897682786,0.002677409676834941,0.0020553586073219776,0.0031069619581103325
system shall allow user addremove products shopping cart,F,F,0.9611045718193054,0.0028614606708288193,0.005184920970350504,0.0137217678129673,0.0018807878950610757,0.003427922260016203,0.0024359787348657846,0.0025448647793382406,0.001488752430304885,0.001718756277114153,0.001521130558103323,0.0021091594826430082
product shall allow customization start page views preferences,US,F,0.42768633365631104,0.04476683586835861,0.06905988603830338,0.32759061455726624,0.014470351859927177,0.007136440835893154,0.03160880133509636,0.017216455191373825,0.011242084205150604,0.023763863369822502,0.015830840915441513,0.00962755549699068
system shall allow minimum 6 users work time,PE,PE,0.108085997402668,0.31255093216896057,0.02895764447748661,0.27474722266197205,0.054740168154239655,0.014297033660113811,0.051201097667217255,0.06839726120233536,0.02392624132335186,0.012713952921330929,0.025439217686653137,0.024943197146058083
system use shall cause harm human users,SE,SE,0.030642228201031685,0.023010319098830223,0.017954975366592407,0.02982480637729168,0.00995595008134842,0.7441239953041077,0.031197713688015938,0.015101376920938492,0.019027194008231163,0.025258289650082588,0.023407168686389923,0.030496038496494293
users shall able reach 91add92 91drop92 91trade player92 pages one click team owner92s page,US,O,0.007807662710547447,0.18404269218444824,0.07941160351037979,0.1187695860862732,0.0866365060210228,0.022976569831371307,0.03736994415521622,0.06871508061885834,0.034169089049100876,0.286469429731369,0.06023833900690079,0.013393492437899113
system shall allow user define time segments,F,F,0.9671221971511841,0.002687375294044614,0.0038336061406880617,0.008689274080097675,0.0017897333018481731,0.004969362635165453,0.0016880047041922808,0.002466610400006175,0.001346405828371644,0.0017645007465034723,0.0015960225136950612,0.0020468684379011393
system shall allow user select order order history,F,F,0.9677525758743286,0.002308586612343788,0.004322119522839785,0.009797593578696251,0.0016830309759825468,0.003593382891267538,0.001769733033142984,0.002265452640131116,0.001362629933282733,0.0016441353363916278,0.001523757935501635,0.0019770609214901924
ship sunk product shall simulate sound sinking ship,LF,LF,0.05804548040032387,0.04541494697332382,0.24255308508872986,0.16457022726535797,0.036866333335638046,0.026834791526198387,0.038148488849401474,0.038433920592069626,0.05185370519757271,0.20238777995109558,0.06814420223236084,0.026747053489089012
system shall notify use financing request,F,F,0.9687355756759644,0.002238732762634754,0.00418789591640234,0.00845605880022049,0.0015462023438885808,0.004326227121055126,0.0016851631226018071,0.002261148998513818,0.0013245154405012727,0.0016861131880432367,0.0015500158770009875,0.0020023349206894636
prepaid cards shall distributed via email via printed paper card,F,SE,0.013173739425837994,0.0365506149828434,0.04427018761634827,0.02421141415834427,0.08448807150125504,0.3392550051212311,0.044508032500743866,0.06217898428440094,0.059284478425979614,0.183851420879364,0.040935058146715164,0.06729293614625931
reports must easy generate reports must generated within one button click exported within one button click selecting report,US,US,0.04082658141851425,0.1777757704257965,0.04822325333952904,0.44827473163604736,0.018373092636466026,0.040591973811388016,0.05684312805533409,0.025560492649674416,0.019156942144036293,0.06896712630987167,0.038000840693712234,0.017406031489372253
enable admin generate reports contains posts corresponding replies,F,F,0.9651398062705994,0.002750009298324585,0.0040143574588000774,0.008627324365079403,0.0014824403915554285,0.006883565336465836,0.0017745483200997114,0.0023415102623403072,0.0013049214612692595,0.0019596179481595755,0.0016671705525368452,0.0020547315943986177
system notify affected parties changes occur affecting classes including limited class cancellations class section detail changes changes class offerings given quarter,F,F,0.9681710004806519,0.002276020124554634,0.004186522681266069,0.008211413398385048,0.001444377237930894,0.005238441284745932,0.0017815075116232038,0.0022115225438028574,0.001247183419764042,0.001732421456836164,0.001545234234072268,0.001954312203451991
program administrators nursing staff members shall able add new classes sequence classes,F,F,0.9592072367668152,0.0029766105581074953,0.0036791968159377575,0.011625911109149456,0.0015010993229225278,0.008736063726246357,0.0023833794984966516,0.002606509020552039,0.0014268073718994856,0.0017103450372815132,0.0016485407250002027,0.0024983298499137163
system shall locate preferred repair facility highest ratings input criteria,F,F,0.9387080669403076,0.005533826537430286,0.007438794709742069,0.02469239942729473,0.0025231416802853346,0.004557722248136997,0.0038523050025105476,0.0033711791038513184,0.0017754754517227411,0.0025130724534392357,0.002247103489935398,0.00278692739084363
velkat staff available phone support 7am7pm mf provide technical support izogn administrators,A,A,0.021228967234492302,0.13009747862815857,0.07152529060840607,0.07714048027992249,0.1941789835691452,0.029328305274248123,0.03094366006553173,0.12228407710790634,0.05207991227507591,0.1346283257007599,0.10296401381492615,0.033600497990846634
waiter attempts log second tablet already logged another tablet shall rejected notified tablets,SE,SE,0.0728893131017685,0.020212946459650993,0.011151952669024467,0.01812867633998394,0.007315014023333788,0.7837162017822266,0.017712099477648735,0.011722940020263195,0.010693196207284927,0.01582503318786621,0.013119425624608994,0.017513228580355644
hit results sinking ship product shall indicate type ship sunk defensive grid defensive player,F,F,0.9633119106292725,0.002302778884768486,0.005734534002840519,0.01044448185712099,0.0016881636111065745,0.00445310864597559,0.001994763035327196,0.002530942903831601,0.0016120802611112595,0.002025287365540862,0.0016614339547231793,0.0022404699120670557
product shall allow user remove list players time,F,F,0.9675561189651489,0.0026309704408049583,0.004177257884293795,0.009892595931887627,0.0015253035817295313,0.003960130270570517,0.0018557189032435417,0.0021839654073119164,0.0012535334099084139,0.0015226213727146387,0.0015237494371831417,0.0019180140225216746
website shall continue operate payment gateway goes,FT,O,0.044642385095357895,0.0339689776301384,0.11773659288883209,0.06630858778953552,0.057263586670160294,0.04558420926332474,0.023809030652046204,0.04656705632805824,0.039858974516391754,0.44091862440109253,0.0631856843829155,0.020156370475888252
system shall operate within windows xp professional operating system,O,O,0.006026684772223234,0.02154548279941082,0.07718311995267868,0.01778864488005638,0.06338061392307281,0.028529426082968712,0.020421680063009262,0.04035891965031624,0.07809131592512131,0.5553800463676453,0.056922879070043564,0.03437112271785736
system shall enable user add one component configuration,F,F,0.9648744463920593,0.0025542706716805696,0.004250594414770603,0.01155771967023611,0.0016852158587425947,0.004307860042899847,0.0021289761643856764,0.002380188088864088,0.0012985642533749342,0.0016056598396971822,0.0014703080523759127,0.0018861745484173298
cma report shall returned later 60 seconds user entered cma report criteria,PE,PE,0.027197452262043953,0.6357383131980896,0.019704261794686317,0.10024446994066238,0.028723040595650673,0.03258872404694557,0.0467115193605423,0.03499755263328552,0.014911421574652195,0.017777586355805397,0.02875647135078907,0.01264915894716978
page application take 6 seconds load dsl broadband connection,PE,PE,0.00636222492903471,0.44112715125083923,0.032882653176784515,0.0476740337908268,0.17041628062725067,0.011551679112017155,0.04831060394644737,0.09220341593027115,0.0365728959441185,0.045228563249111176,0.04278656095266342,0.024883896112442017
system portable various operating environments,PO,O,0.008824603632092476,0.01716427691280842,0.08220169693231583,0.029491685330867767,0.074671171605587,0.044689953327178955,0.03370217978954315,0.06426362693309784,0.12640458345413208,0.37904757261276245,0.06040294095873833,0.07913567125797272
system use stored email addresses primary means communicating information affected parties,F,SE,0.026038650423288345,0.011790182441473007,0.011326976120471954,0.01177060604095459,0.006959724705666304,0.8309507966041565,0.014600018970668316,0.009827584028244019,0.010820244438946247,0.03496517241001129,0.015766723081469536,0.01518339104950428
system shall notify user schedule changes,F,F,0.9584152698516846,0.002887524664402008,0.004032501485198736,0.007287067826837301,0.001670588506385684,0.013041744939982891,0.002032552845776081,0.0026892274618148804,0.0014745858497917652,0.0021060025319457054,0.0018877454567700624,0.0024752633180469275
system shall allow user modify location preference set already submitted meeting response,F,F,0.9665141105651855,0.0024930599611252546,0.004544930066913366,0.010228668339550495,0.001701243920251727,0.0033893391955643892,0.0019288213225081563,0.0023987542372196913,0.0014592402148991823,0.0016223934944719076,0.0016238585812970996,0.0020955782383680344
disputes system shall record name user date activity creates modifies disputes case system detailed history actions taken case including date user performed action must maintained auditing purposes,F,F,0.9516760110855103,0.0024592382833361626,0.005575657822191715,0.012908831238746643,0.0019270260818302631,0.009850488975644112,0.0027010233607143164,0.0030023520812392235,0.0019565438851714134,0.0023410881403833628,0.0021936537232249975,0.0034081635531038046
system shall use secure sockets transactions include confidential customer information,SE,SE,0.009772678837180138,0.01548323780298233,0.00976772140711546,0.007650649640709162,0.00869576446712017,0.8318807482719421,0.014924132265150547,0.013202575966715813,0.012751666828989983,0.038913972675800323,0.019712895154953003,0.017244039103388786
system administrator shall able reset revoked user logon account,SE,SE,0.14702321588993073,0.018103085458278656,0.01097873505204916,0.015104513615369797,0.006895631551742554,0.722900390625,0.014775828458368778,0.010616213083267212,0.009115342050790787,0.01679074950516224,0.012551999650895596,0.015144243836402893
notification game ending include reason game ended ie player game player ended game,F,F,0.9623762965202332,0.002521767048165202,0.005574807059019804,0.010972301475703716,0.0016885315999388695,0.004925282206386328,0.002056675963103771,0.0024140560999512672,0.0015189077239483595,0.00201413594186306,0.0018270207801833749,0.0021101583261042833
website shall request authorize credit card payment allowing user stream movie,F,F,0.9599227905273438,0.0026879047509282827,0.004628866445273161,0.008852825500071049,0.0015672616427764297,0.010127541609108448,0.0022741432767361403,0.002450580010190606,0.0015671877190470695,0.0018477293197065592,0.0016323324525728822,0.0024408292956650257
system shall allow user specify custom meeting locations,F,F,0.9672771692276001,0.002200918272137642,0.004084095358848572,0.010010439902544022,0.0017305389046669006,0.0037845841143280268,0.0019036310259252787,0.0024099587462842464,0.0013637639349326491,0.001612417632713914,0.0015080260345712304,0.0021144356578588486
information recorded must include optional field context,F,F,0.934892475605011,0.003043609205633402,0.006797998212277889,0.014287417754530907,0.002102371770888567,0.019241496920585632,0.003149152034893632,0.003435883903875947,0.002244402887299657,0.0036161199677735567,0.002760167932137847,0.004428946878761053
user shall able download appointments contact information clients,F,F,0.9537093639373779,0.0035664730239659548,0.004104536958038807,0.011868617497384548,0.0017687821527943015,0.011419485323131084,0.002444932470098138,0.002862735418602824,0.001545586041174829,0.0021660930942744017,0.001877589849755168,0.0026658116839826107
product shall conform americans disabilities act,US,L,0.025193465873599052,0.022586217150092125,0.06998409330844879,0.047214146703481674,0.07839133590459824,0.11879023164510727,0.0723697766661644,0.09450819343328476,0.13071583211421967,0.08379821479320526,0.06794105470180511,0.18850743770599365
system shall support ability perform receive operation,F,F,0.9674829244613647,0.0025961229111999273,0.0041109235025942326,0.009740462526679039,0.001681419205851853,0.0038794130086898804,0.0017822866793721914,0.002428207313641906,0.0012942599132657051,0.0016990057192742825,0.0014289955142885447,0.0018759508384391665
high level performance requires high speed network high level connectivity,PE,O,0.0053218938410282135,0.14206908643245697,0.052994254976511,0.03246390074491501,0.14686274528503418,0.0587729774415493,0.04070587456226349,0.08257728815078735,0.05393686518073082,0.299854576587677,0.05208544433116913,0.0323551669716835
functions system must available user every time system turned,A,F,0.7981150150299072,0.03362021595239639,0.015381168574094772,0.062292736023664474,0.011350377462804317,0.0264568068087101,0.010547332465648651,0.012768378481268883,0.00495272409170866,0.011050811037421227,0.007473976816982031,0.0059903934597969055
users authorized home access corporate intranet may use cos noncompany locations,SE,SE,0.01450181845575571,0.016196344047784805,0.00969775952398777,0.008767707273364067,0.010264918208122253,0.8335679173469543,0.012942641042172909,0.013992797583341599,0.011115530505776405,0.03528159484267235,0.01882420852780342,0.014846814796328545
appearance product shall appear professional,LF,F,0.5198039412498474,0.03982877731323242,0.15311622619628906,0.0858207419514656,0.02746771275997162,0.026415932923555374,0.01712043769657612,0.023724660277366638,0.0151404133066535,0.04646224528551102,0.03196926414966583,0.01312965340912342
wcs system shall ability include data regions outside united states accessed users outside united states approved ccr management,SC,SE,0.061868246644735336,0.02964063361287117,0.03089151531457901,0.0597810260951519,0.02830474264919758,0.513936460018158,0.04292784631252289,0.028760213404893875,0.02333986572921276,0.11100929230451584,0.024017520248889923,0.04552261903882027
system shall notify realtor seller buyer responds appointment request,F,F,0.9657427668571472,0.0026002961676567793,0.004277203697711229,0.008907039649784565,0.0016127255512401462,0.005685259588062763,0.001930024242028594,0.0023578715045005083,0.0014488089364022017,0.0017264144262298942,0.0016053668223321438,0.0021061848383396864
product shall translated foreign languages target market countries92 languages future releases emerging target market shall take 5 days configure product market92s language,US,US,0.013675004243850708,0.14606952667236328,0.10435773432254791,0.1850774586200714,0.08715838938951492,0.0072446102276444435,0.03647758811712265,0.09089848399162292,0.056381456553936005,0.14937283098697662,0.10214639455080032,0.021140530705451965
system shall allow user confirm purchase,F,F,0.9659130573272705,0.002654228825122118,0.00471385195851326,0.009052443318068981,0.0018108873628079891,0.004272801801562309,0.0019371447851881385,0.0025251819752156734,0.0015431580832228065,0.0017869698349386454,0.0016474092844873667,0.002142862183973193
start turn product shall notify player status,F,F,0.9670212864875793,0.0027183808851987123,0.004494504537433386,0.008152183145284653,0.0016366587951779366,0.005045203026384115,0.0016836078139021993,0.0024558077566325665,0.001307553262449801,0.0018406143644824624,0.0016934298910200596,0.0019506897078827024
product shall end game hit offensive player results sinking last defensive player92s ships previously marked sunk,F,F,0.9432230591773987,0.005173241253942251,0.005838856566697359,0.01835954375565052,0.002053646370768547,0.009361452423036098,0.0037690475583076477,0.003287040861323476,0.0017479731468483806,0.0023211194202303886,0.0021184247452765703,0.0027466099709272385
system shall able call seller buyer schedule appointment,F,F,0.9684311747550964,0.002196340588852763,0.003916245885193348,0.00951247289776802,0.0015375935472548008,0.004058174788951874,0.0017396468902006745,0.002258916851133108,0.0013553546741604805,0.0015851400094106793,0.0014342105714604259,0.001974698156118393
view personal details customer,F,F,0.9547882080078125,0.0031854480039328337,0.006566585972905159,0.015054784715175629,0.0020762765780091286,0.004424459300935268,0.002393848029896617,0.002935288706794381,0.0016837090952321887,0.002499552443623543,0.001975991064682603,0.002415688708424568
system keep customer email,F,F,0.9591599702835083,0.0035691293887794018,0.005028056912124157,0.011991694569587708,0.001987428404390812,0.005778152961283922,0.0021819418761879206,0.0027532053645700216,0.0014661429449915886,0.002281080698594451,0.0016858497401699424,0.0021172857377678156
interface shall easy use 90 users able successfully use system generate report first use interface adhere ibm usability standards,US,US,0.011950886808335781,0.09580856561660767,0.08813105523586273,0.3456316888332367,0.04384872317314148,0.010970008559525013,0.047330860048532486,0.05298910290002823,0.045791901648044586,0.16928814351558685,0.06746654957532883,0.020792538300156593
credit card information encrypted database,SE,SE,0.033682070672512054,0.011935274116694927,0.01186385378241539,0.0071021392941474915,0.008910139091312885,0.8202966451644897,0.011034971103072166,0.011235373094677925,0.011257478967308998,0.04236660152673721,0.015465411357581615,0.014850025996565819
authenticate login user web app,F,F,0.4889838695526123,0.020519815385341644,0.022998923435807228,0.03925745189189911,0.007175631821155548,0.3356477618217468,0.014509343542158604,0.010572829283773899,0.009445913136005402,0.028565825894474983,0.010673638433218002,0.011649097315967083
shot marked miss product shall change status defensive player offensive,F,F,0.9625470638275146,0.0024564452469348907,0.0059577994979918,0.010633558966219425,0.0017679863376542926,0.004333277232944965,0.0021257607731968164,0.0026014186441898346,0.0016219638055190444,0.0018943852046504617,0.0018318912480026484,0.0022285059094429016
product shall store new conference rooms,F,F,0.8854829668998718,0.006991968490183353,0.023480024188756943,0.04007411375641823,0.005782050080597401,0.004922155756503344,0.005690358579158783,0.006869459059089422,0.004392867907881737,0.00658072717487812,0.0052006179466843605,0.0045326342806220055
collision estimators shall search recycled parts users without collision estimator role shall access search recycled parts,SE,SE,0.09051980078220367,0.024673596024513245,0.013482851907610893,0.033276207745075226,0.009593965485692024,0.7037605047225952,0.03750746324658394,0.014310062862932682,0.013204358518123627,0.019233888015151024,0.01480641309171915,0.025630775839090347
responsible properly allocating selected product according customer ’ choice delivering product customer,F,F,0.8906471133232117,0.007273014634847641,0.009666632860898972,0.05774754658341408,0.0035828014370054007,0.006019133608788252,0.006923719774931669,0.004467385355383158,0.0028081086929887533,0.0032584061846137047,0.0031788935884833336,0.004427237436175346
menus system must easily navigable users buttons easy understand,US,US,0.15139704942703247,0.04662778973579407,0.09672357887029648,0.49499261379241943,0.02129434235394001,0.011513127014040947,0.04188163951039314,0.023553334176540375,0.02232685312628746,0.04535001888871193,0.029370030388236046,0.01496970746666193
programmers application developers access source code address bugs system enhancements deemed necessary network administrator dba support also required maintain 24x7 system uptime,A,SE,0.0037734410725533962,0.034704774618148804,0.031627923250198364,0.015461519360542297,0.035334471613168716,0.458298921585083,0.032926611602306366,0.028310978785157204,0.03848859295248985,0.21849922835826874,0.05395282059907913,0.04862067475914955
system shall give mediator privileges schedule location equipment resources,F,F,0.957976758480072,0.0024987836368381977,0.004167201928794384,0.007907127030193806,0.0016341867158189416,0.012954935431480408,0.0019359561847522855,0.0025397087447345257,0.0015308692818507552,0.002323744585737586,0.0018761567771434784,0.0026544525753706694
user authentication privileges defined outside scope sytem microsoft active directroy server,SE,SE,0.008059315383434296,0.01633383519947529,0.014838475733995438,0.007904266938567162,0.01306553091853857,0.7375699877738953,0.018758919090032578,0.017147518694400787,0.018622644245624542,0.09778592735528946,0.025133317336440086,0.024780219420790672
system shall display faq ’ upon request,F,F,0.9519340991973877,0.003563721664249897,0.004817125853151083,0.010458205826580524,0.001798174693249166,0.013737034052610397,0.002599166240543127,0.0030173480045050383,0.0015731902094557881,0.0023369931150227785,0.001640712609514594,0.002524181269109249
fit criterion dr susan poslusny karen sysol people shall access final class section scheduling system interfaces campusconnect,SE,SE,0.1112079843878746,0.03892023116350174,0.07249047607183456,0.1998194307088852,0.02076474018394947,0.22007311880588531,0.04880469664931297,0.02826848439872265,0.023671571165323257,0.17368949949741364,0.036997005343437195,0.025292783975601196
transactions flea market require valid user id password,SE,SE,0.02114572934806347,0.010202265344560146,0.009999360889196396,0.00703617325052619,0.008943827822804451,0.8416336178779602,0.01460256241261959,0.01083448063582182,0.011537683196365833,0.028695298358798027,0.012934871949255466,0.02243409864604473
disputes applications shall interface merchant information database merchant information database provides detailed information regard merchant merchant detail information shall obtained merchant information database,O,O,0.016858741641044617,0.021028969436883926,0.06957819312810898,0.025741880759596825,0.023429183289408684,0.22289811074733734,0.024653874337673187,0.02290232665836811,0.03336460515856743,0.4732729196548462,0.041022054851055145,0.025249188765883446
vendors must take permission administrator selling products site administrator test product ’ quality according market price permit vendor selling purpose,F,F,0.9565908312797546,0.002910965820774436,0.005349925719201565,0.012599638663232327,0.0015910917427390814,0.008138247765600681,0.0025270257610827684,0.00248574186116457,0.00141938088927418,0.0019285563612356782,0.0017884536646306515,0.0026701034512370825
system shall help system offers tips explanation screen item screens upon demand,US,F,0.939336895942688,0.004113583825528622,0.009244655258953571,0.025299202650785446,0.002700698794797063,0.002873457735404372,0.0033677094615995884,0.0033194636926054955,0.0021255621686577797,0.002771170577034354,0.002225113334134221,0.0026225484907627106
system shall use textbased interface display listing available mail,LF,F,0.505128026008606,0.02987370640039444,0.11622557789087296,0.18486379086971283,0.016894817352294922,0.011740501970052719,0.01908639818429947,0.018844274803996086,0.014125235378742218,0.05730374529957771,0.015943016856908798,0.009970887564122677
system keep customer contact number,F,F,0.9652866125106812,0.0031350417993962765,0.004499976523220539,0.008875124156475067,0.0018654463347047567,0.0048836600035429,0.001812238828279078,0.0025497591122984886,0.0014325302327051759,0.0018625184893608093,0.0017103105783462524,0.002086770487949252
flea market system interface web server rdbms software using apis provided implementation language,O,O,0.007073796354234219,0.02259971760213375,0.09699881076812744,0.027434151619672775,0.04078198969364166,0.02661450393497944,0.018031835556030273,0.026196235790848732,0.05455820634961128,0.5867491364479065,0.07043949514627457,0.022522088140249252
system shall use ibm ccr branding standards interface must one ibm logo one ccr logo,LF,O,0.016642976552248,0.03361960127949715,0.180924654006958,0.04451450705528259,0.0433451309800148,0.04355165362358093,0.021934982389211655,0.030378498136997223,0.049945931881666183,0.41956135630607605,0.09298931062221527,0.022591428831219673
product must highly configurable use various database management systems end users 80 end users able integrate new database management systems product without changing product92s software code,MN,O,0.0034535201266407967,0.0779518112540245,0.06695207208395004,0.10642175376415253,0.065028615295887,0.02153874933719635,0.04310518875718117,0.05208031088113785,0.05368560180068016,0.41627898812294006,0.06517719477415085,0.02832620218396187
return list available patient loaded correct,F,F,0.9636978507041931,0.0035029370337724686,0.004123307764530182,0.009746907278895378,0.0018912657396867871,0.0050752246752381325,0.001961685484275222,0.002877795835956931,0.001383066177368164,0.001851078006438911,0.0017776831518858671,0.002111242152750492
system shall provide option withdraw money,F,F,0.9675196409225464,0.002468935213983059,0.004469223320484161,0.008667212910950184,0.0017000290099531412,0.003964032977819443,0.0017943901475518942,0.002473140601068735,0.001428725547157228,0.0018058069981634617,0.0016164788976311684,0.0020924017298966646
system require user state time doughnut delivered,F,F,0.9547343254089355,0.005470562260597944,0.004921809304505587,0.013812410645186901,0.0024247048422694206,0.005631525069475174,0.002547224285081029,0.003110038349404931,0.0013802291359752417,0.0020497411023825407,0.0018602190539240837,0.0020572002977132797
estimator shall search available recycled parts using list preferred parts suppliers,F,F,0.9646139740943909,0.0026624929159879684,0.00447847880423069,0.011738230474293232,0.001795134856365621,0.0035029815044254065,0.0020103503484278917,0.0024002976715564728,0.0014579695416614413,0.0016889008693397045,0.0015401665586978197,0.002111070789396763
system use company colors logos,LF,LF,0.14687658846378326,0.05507151037454605,0.27065160870552063,0.12112109363079071,0.04548591002821922,0.03646446764469147,0.03089987114071846,0.03321906551718712,0.032159473747015,0.1315758228302002,0.07410739362239838,0.022367211058735847
business rules specified disputes system shall compliance guidelines regulation e regulation z,L,L,0.02572551928460598,0.018239136785268784,0.04914749041199684,0.04642294719815254,0.06267780065536499,0.0809120461344719,0.06592559814453125,0.0904712900519371,0.16494189202785492,0.06597420573234558,0.06599290668964386,0.2635692059993744
system shall prevent malicious attacks including denial service,SE,SE,0.010128566063940525,0.014747335575520992,0.011330238543450832,0.008674760349094868,0.012822750955820084,0.8046569228172302,0.022141961380839348,0.014192875474691391,0.015689300373196602,0.04202871024608612,0.015196254476904869,0.028390340507030487
system shall intuitive program administratorsnursing staff members,US,US,0.053264252841472626,0.05828281491994858,0.10536837577819824,0.4938923716545105,0.02028154954314232,0.016086025163531303,0.04576834663748741,0.02567974105477333,0.02977217175066471,0.09278790652751923,0.04102826118469238,0.017788248136639595
enduser may use system os either windows linux,PO,O,0.0045636435970664024,0.024152694270014763,0.061203449964523315,0.013628220185637474,0.053049635142087936,0.06972165405750275,0.021996336057782173,0.03772047907114029,0.0667395144701004,0.5716825127601624,0.045701343566179276,0.029840484261512756
